"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FIULFZQA","conferencePaper","2023","Lee, Dylan; Xie, Shaoyuan; Rahman, Shagoto; Pat, Kenneth; Lee, David; Chen, Qi Alfred","""Prompter Says"": A Linguistic Approach to Understanding and Detecting Jailbreak Attacks Against Large-Language Models","Proceedings of the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis","979-8-4007-1209-8","","10.1145/3689217.3690618","https://dl.acm.org/doi/10.1145/3689217.3690618","","2023-11-19","2026-01-17 20:51:31","2026-01-17 20:51:31","2026-01-17 20:51:17","77-87","","","","","","""Prompter Says""","","","","","ACM","Salt Lake City UT USA","en","","","","","DOI.org (Crossref)","","","","/home/arthurbrito/Zotero/storage/TGQQA74A/Lee et al. - 2023 - Prompter Says A Linguistic Approach to Understanding and Detecting Jailbreak Attacks Against Larg.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CCS '24: ACM SIGSAC Conference on Computer and Communications Security","","","","","","","","","","","","","","",""
"NCSDGZ76","preprint","2024","Yu, Miao; Fang, Junfeng; Zhou, Yingjie; Fan, Xing; Wang, Kun; Pan, Shirui; Wen, Qingsong","LLM-Virus: Evolutionary Jailbreak Attack on Large Language Models","","","","10.48550/arXiv.2501.00055","http://arxiv.org/abs/2501.00055","While safety-aligned large language models (LLMs) are increasingly used as the cornerstone for powerful systems such as multi-agent frameworks to solve complex real-world problems, they still suffer from potential adversarial queries, such as jailbreak attacks, which attempt to induce harmful content. Researching attack methods allows us to better understand the limitations of LLM and make trade-offs between helpfulness and safety. However, existing jailbreak attacks are primarily based on opaque optimization techniques (e.g. token-level gradient descent) and heuristic search methods like LLM refinement, which fall short in terms of transparency, transferability, and computational cost. In light of these limitations, we draw inspiration from the evolution and infection processes of biological viruses and propose LLM-Virus, a jailbreak attack method based on evolutionary algorithm, termed evolutionary jailbreak. LLM-Virus treats jailbreak attacks as both an evolutionary and transfer learning problem, utilizing LLMs as heuristic evolutionary operators to ensure high attack efficiency, transferability, and low time cost. Our experimental results on multiple safety benchmarks show that LLM-Virus achieves competitive or even superior performance compared to existing attack methods.","2024-12-28","2026-01-17 20:51:31","2026-01-17 20:51:31","2026-01-17 20:51:19","","","","","","","LLM-Virus","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2501.00055 [cs]","","/home/arthurbrito/Zotero/storage/GPFJ4574/Yu et al. - 2024 - LLM-Virus Evolutionary Jailbreak Attack on Large Language Models.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2501.00055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VT3A42B8","preprint","2024","Lee, Donghyun; Tiwari, Mo","Prompt Infection: LLM-to-LLM Prompt Injection within Multi-Agent Systems","","","","10.48550/arXiv.2410.07283","http://arxiv.org/abs/2410.07283","As Large Language Models (LLMs) grow increasingly powerful, multi-agent systems are becoming more prevalent in modern AI applications. Most safety research, however, has focused on vulnerabilities in single-agent LLMs. These include prompt injection attacks, where malicious prompts embedded in external content trick the LLM into executing unintended or harmful actions, compromising the victim's application. In this paper, we reveal a more dangerous vector: LLM-to-LLM prompt injection within multi-agent systems. We introduce Prompt Infection, a novel attack where malicious prompts self-replicate across interconnected agents, behaving much like a computer virus. This attack poses severe threats, including data theft, scams, misinformation, and system-wide disruption, all while propagating silently through the system. Our extensive experiments demonstrate that multi-agent systems are highly susceptible, even when agents do not publicly share all communications. To address this, we propose LLM Tagging, a defense mechanism that, when combined with existing safeguards, significantly mitigates infection spread. This work underscores the urgent need for advanced security measures as multi-agent LLM systems become more widely adopted.","2024-10-09","2026-01-17 20:51:31","2026-01-17 20:51:31","2026-01-17 20:51:23","","","","","","","Prompt Infection","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2410.07283 [cs]","","/home/arthurbrito/Zotero/storage/WF7GJI3Z/Lee e Tiwari - 2024 - Prompt Infection LLM-to-LLM Prompt Injection within Multi-Agent Systems.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Cryptography and Security; Computer Science - Multiagent Systems","","","","","","","","","","","","","","","","","","","arXiv:2410.07283","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDW4BKCZ","journalArticle","2025","Bayhan, Fatih","PROMPT INJECTION ATTACKS ON LARGE LANGUAGE MODELS: A SYSTEMATIC LITERATURE REVIEW","","","","","https://open.metu.edu.tr/handle/11511/115034","","2025","2026-01-17 20:51:31","2026-01-17 20:51:31","2026-01-17 20:51:25","","","","","","","PROMPT INJECTION ATTACKS ON LARGE LANGUAGE MODELS","","","","","Middle East Technical University","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/79X3G6TG/Bayhan - 2025 - PROMPT INJECTION ATTACKS ON LARGE LANGUAGE MODELS A SYSTEMATIC LITERATURE REVIEW.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLUKWQUV","conferencePaper","2024","Muliarevych, Oleksandr","Enhancing System Security: LLM-Driven Defense Against Prompt Injection Vulnerabilities","2024 IEEE 17th International Conference on Advanced Trends in Radioelectronics, Telecommunications and Computer Engineering (TCSET)","","","","https://ieeexplore.ieee.org/abstract/document/10755823/","","2024","2026-01-17 20:51:31","2026-01-17 21:18:04","2026-01-17 20:51:29","420–423","","","","","","Enhancing System Security","","","","","IEEE","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/ULNHZ8AT/Muliarevych - 2024 - Enhancing System Security LLM-Driven Defense Against Prompt Injection Vulnerabilities.pdf","","","Computer security; ChatGPT; Cyberattack; cybersecurity for LLMs; Distance measurement; Fault tolerance; Focusing; language model; Market research; prompt injection attack; Search methods; security layer integration; Telecommunications; Time factors; Wrapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGAD5REP","journalArticle","2025","Li, Miles Q.; Fung, Benjamin CM","Security concerns for large language models: A survey","Journal of Information Security and Applications","","","","https://www.sciencedirect.com/science/article/pii/S2214212625003217","","2025","2026-01-17 20:51:31","2026-01-17 20:51:31","2026-01-17 20:51:31","104284","","","95","","","Security concerns for large language models","","","","","Elsevier","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/P2DPB5Y4/Li e Fung - 2025 - Security concerns for large language models A survey.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8G462W3H","preprint","2025","Shi, Jiawen; Yuan, Zenghui; Tie, Guiyao; Zhou, Pan; Gong, Neil Zhenqiang; Sun, Lichao","Prompt Injection Attack to Tool Selection in LLM Agents","","","","10.48550/arXiv.2504.19793","http://arxiv.org/abs/2504.19793","Tool selection is a key component of LLM agents. A popular approach follows a two-step process - \emph{retrieval} and \emph{selection} - to pick the most appropriate tool from a tool library for a given task. In this work, we introduce \textit{ToolHijacker}, a novel prompt injection attack targeting tool selection in no-box scenarios. ToolHijacker injects a malicious tool document into the tool library to manipulate the LLM agent's tool selection process, compelling it to consistently choose the attacker's malicious tool for an attacker-chosen target task. Specifically, we formulate the crafting of such tool documents as an optimization problem and propose a two-phase optimization strategy to solve it. Our extensive experimental evaluation shows that ToolHijacker is highly effective, significantly outperforming existing manual-based and automated prompt injection attacks when applied to tool selection. Moreover, we explore various defenses, including prevention-based defenses (StruQ and SecAlign) and detection-based defenses (known-answer detection, DataSentinel, perplexity detection, and perplexity windowed detection). Our experimental results indicate that these defenses are insufficient, highlighting the urgent need for developing new defense strategies.","2025-08-24","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:41","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2504.19793 [cs]","","/home/arthurbrito/Zotero/storage/GJB93EJK/Shi et al. - 2025 - Prompt Injection Attack to Tool Selection in LLM Agents.pdf","","","Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2504.19793","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQKRZKWQ","preprint","2025","Nasr, Milad; Carlini, Nicholas; Sitawarin, Chawin; Schulhoff, Sander V.; Hayes, Jamie; Ilie, Michael; Pluto, Juliette; Song, Shuang; Chaudhari, Harsh; Shumailov, Ilia; Thakurta, Abhradeep; Xiao, Kai Yuanqing; Terzis, Andreas; Tramèr, Florian","The Attacker Moves Second: Stronger Adaptive Attacks Bypass Defenses Against Llm Jailbreaks and Prompt Injections","","","","10.48550/arXiv.2510.09023","http://arxiv.org/abs/2510.09023","How should we evaluate the robustness of language model defenses? Current defenses against jailbreaks and prompt injections (which aim to prevent an attacker from eliciting harmful knowledge or remotely triggering malicious actions, respectively) are typically evaluated either against a static set of harmful attack strings, or against computationally weak optimization methods that were not designed with the defense in mind. We argue that this evaluation process is flawed. Instead, we should evaluate defenses against adaptive attackers who explicitly modify their attack strategy to counter a defense's design while spending considerable resources to optimize their objective. By systematically tuning and scaling general optimization techniques-gradient descent, reinforcement learning, random search, and human-guided exploration-we bypass 12 recent defenses (based on a diverse set of techniques) with attack success rate above 90% for most; importantly, the majority of defenses originally reported near-zero attack success rates. We believe that future defense work must consider stronger attacks, such as the ones we describe, in order to make reliable and convincing claims of robustness.","2025-10-10","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:43","","","","","","","The Attacker Moves Second","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2510.09023 [cs]","","/home/arthurbrito/Zotero/storage/3N4QN4E2/Nasr et al. - 2025 - The Attacker Moves Second Stronger Adaptive Attacks Bypass Defenses Against Llm Jailbreaks and Prom.pdf","","","Computer Science - Cryptography and Security; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2510.09023","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JXNEHR3","preprint","2024","Wong, Aidan; Cao, He; Liu, Zijing; Li, Yu","SMILES-Prompting: A Novel Approach to LLM Jailbreak Attacks in Chemical Synthesis","","","","10.48550/arXiv.2410.15641","http://arxiv.org/abs/2410.15641","The increasing integration of large language models (LLMs) across various fields has heightened concerns about their potential to propagate dangerous information. This paper specifically explores the security vulnerabilities of LLMs within the field of chemistry, particularly their capacity to provide instructions for synthesizing hazardous substances. We evaluate the effectiveness of several prompt injection attack methods, including red-teaming, explicit prompting, and implicit prompting. Additionally, we introduce a novel attack technique named SMILES-prompting, which uses the Simplified Molecular-Input Line-Entry System (SMILES) to reference chemical substances. Our findings reveal that SMILES-prompting can effectively bypass current safety mechanisms. These findings highlight the urgent need for enhanced domain-specific safeguards in LLMs to prevent misuse and improve their potential for positive social impact.","2024-10-21","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:51","","","","","","","SMILES-Prompting","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2410.15641 [cs]","","/home/arthurbrito/Zotero/storage/3U4M6479/Wong et al. - 2024 - SMILES-Prompting A Novel Approach to LLM Jailbreak Attacks in Chemical Synthesis.pdf","","","Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2410.15641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W9PYD44","journalArticle","2024","Kwon, Hyeokjin; Pak, Wooguil","Text-based prompt injection attack using mathematical functions in modern large language models","Electronics","","","","https://www.mdpi.com/2079-9292/13/24/5008","","2024","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:52","5008","","24","13","","","","","","","","MDPI","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXW44JRY","preprint","2025","Shang, Zhengchun; Wei, Wenlan; Bai, Weiheng","Evolving Security in LLMs: A Study of Jailbreak Attacks and Defenses","","","","10.48550/arXiv.2504.02080","http://arxiv.org/abs/2504.02080","Large Language Models (LLMs) are increasingly popular, powering a wide range of applications. Their widespread use has sparked concerns, especially through jailbreak attacks that bypass safety measures to produce harmful content. In this paper, we present a comprehensive security analysis of large language models (LLMs), addressing critical research questions on the evolution and determinants of model safety. Specifically, we begin by identifying the most effective techniques for detecting jailbreak attacks. Next, we investigate whether newer versions of LLMs offer improved security compared to their predecessors. We also assess the impact of model size on overall security and explore the potential benefits of integrating multiple defense strategies to enhance the security. Our study evaluates both open-source (e.g., LLaMA and Mistral) and closed-source models (e.g., GPT-4) by employing four state-of-the-art attack techniques and assessing the efficacy of three new defensive approaches.","2025-12-24","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:53","","","","","","","Evolving Security in LLMs","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2504.02080 [cs]","","/home/arthurbrito/Zotero/storage/N52JA7QL/Shang et al. - 2025 - Evolving Security in LLMs A Study of Jailbreak Attacks and Defenses.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2504.02080","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"359K6CA9","preprint","2025","Mao, Yanxu; Cui, Tiehan; Liu, Peipei; You, Datao; Zhu, Hongsong","From LLMs to MLLMs to Agents: A Survey of Emerging Paradigms in Jailbreak Attacks and Defenses within LLM Ecosystem","","","","10.48550/arXiv.2506.15170","http://arxiv.org/abs/2506.15170","Large language models (LLMs) are rapidly evolving from single-modal systems to multimodal LLMs and intelligent agents, significantly expanding their capabilities while introducing increasingly severe security risks. This paper presents a systematic survey of the growing complexity of jailbreak attacks and corresponding defense mechanisms within the expanding LLM ecosystem. We first trace the developmental trajectory from LLMs to MLLMs and Agents, highlighting the core security challenges emerging at each stage. Next, we categorize mainstream jailbreak techniques from both the attack impact and visibility perspectives, and provide a comprehensive analysis of representative attack methods, related datasets, and evaluation metrics. On the defense side, we organize existing strategies based on response timing and technical approach, offering a structured understanding of their applicability and implementation. Furthermore, we identify key limitations in existing surveys, such as insufficient attention to agent-specific security issues, the absence of a clear taxonomy for hybrid jailbreak methods, a lack of detailed analysis of experimental setups, and outdated coverage of recent advancements. To address these limitations, we provide an updated synthesis of recent work and outline future research directions in areas such as dataset construction, evaluation framework optimization, and strategy generalization. Our study seeks to enhance the understanding of jailbreak mechanisms and facilitate the advancement of more resilient and adaptive defense strategies in the context of ever more capable LLMs.","2025-08-01","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:57","","","","","","","From LLMs to MLLMs to Agents","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2506.15170 [cs]","","/home/arthurbrito/Zotero/storage/JF7CHVNG/Mao et al. - 2025 - From LLMs to MLLMs to Agents A Survey of Emerging Paradigms in Jailbreak Attacks and Defenses withi.pdf","","","Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2506.15170","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLQB5I77","journalArticle","2024","Pingua, Bhagyajit; Murmu, Deepak; Kandpal, Meenakshi; Rautaray, Jyotirmayee; Mishra, Pranati; Barik, Rabindra Kumar; Saikia, Manob Jyoti","Mitigating adversarial manipulation in LLMs: a prompt-based approach to counter Jailbreak attacks (Prompt-G)","PeerJ Computer Science","","","","https://peerj.com/articles/cs-2374/?td=tw","","2024","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:57","e2374","","","10","","","Mitigating adversarial manipulation in LLMs","","","","","PeerJ Inc.","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBJU3ZCX","journalArticle","2025","Shaha, Hridoy","Understanding prompt injection attacks in Web-based LLM applications and basic mitigation strategies","","","","","https://www.theseus.fi/handle/10024/889533","","2025","2026-01-17 20:53:03","2026-01-17 20:53:03","2026-01-17 20:52:59","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/96E6A7X3/Shaha - 2025 - Understanding prompt injection attacks in Web-based LLM applications and basic mitigation strategies.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KEIRXTQ","conferencePaper","2024","Kim, Minjae; Kwon, Taehyeong; Shim, Kibeom; Kim, Beonghoon","Protection of LLM Environment Using Prompt Security","2024 15th International Conference on Information and Communication Technology Convergence (ICTC)","","","","https://ieeexplore.ieee.org/abstract/document/10827351/","","2024","2026-01-17 20:53:03","2026-01-17 21:19:01","2026-01-17 20:53:03","1715–1719","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","Generative AI; Large language models; Security; LLM; Codes; Protection; AI Security; Convergence; Data privacy; Identification of persons; Information and communication technology; Malware; Privacy Protection; Prompt Detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXDDSA9Y","preprint","2025","Peng, Benji; Chen, Keyu; Niu, Qian; Bi, Ziqian; Liu, Ming; Feng, Pohsun; Wang, Tianyang; Yan, Lawrence K. Q.; Wen, Yizhu; Zhang, Yichao; Yin, Caitlyn Heqi; Song, Xinyuan","Jailbreaking and Mitigation of Vulnerabilities in Large Language Models","","","","10.48550/arXiv.2410.15236","http://arxiv.org/abs/2410.15236","Large Language Models (LLMs) have transformed artificial intelligence by advancing natural language understanding and generation, enabling applications across fields beyond healthcare, software engineering, and conversational systems. Despite these advancements in the past few years, LLMs have shown considerable vulnerabilities, particularly to prompt injection and jailbreaking attacks. This review analyzes the state of research on these vulnerabilities and presents available defense strategies. We roughly categorize attack approaches into prompt-based, model-based, multimodal, and multilingual, covering techniques such as adversarial prompting, backdoor injections, and cross-modality exploits. We also review various defense mechanisms, including prompt filtering, transformation, alignment techniques, multi-agent defenses, and self-regulation, evaluating their strengths and shortcomings. We also discuss key metrics and benchmarks used to assess LLM safety and robustness, noting challenges like the quantification of attack success in interactive contexts and biases in existing datasets. Identifying current research gaps, we suggest future directions for resilient alignment strategies, advanced defenses against evolving attacks, automation of jailbreak detection, and consideration of ethical and societal impacts. This review emphasizes the need for continued research and cooperation within the AI community to enhance LLM security and ensure their safe deployment.","2025-11-25","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:18","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2410.15236 [cs]","","/home/arthurbrito/Zotero/storage/UM5J237P/Peng et al. - 2025 - Jailbreaking and Mitigation of Vulnerabilities in Large Language Models.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Cryptography and Security; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2410.15236","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGV3GK59","conferencePaper","2024","Zhang, Wenxiao; Kong, Xiangrui; Dewitt, Conan; Braunl, Thomas; Hong, Jin B.","A study on prompt injection attack against llm-integrated mobile robotic systems","2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)","","","","https://ieeexplore.ieee.org/abstract/document/10771340/","","2024","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:19","361–368","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/CVJCDQJ2/Zhang et al. - 2024 - A study on prompt injection attack against llm-integrated mobile robotic systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QT59X4U","preprint","2024","Zhou, Yuqi; Lu, Lin; Sun, Hanchi; Zhou, Pan; Sun, Lichao","Virtual Context: Enhancing Jailbreak Attacks with Special Token Injection","","","","10.48550/arXiv.2406.19845","http://arxiv.org/abs/2406.19845","Jailbreak attacks on large language models (LLMs) involve inducing these models to generate harmful content that violates ethics or laws, posing a significant threat to LLM security. Current jailbreak attacks face two main challenges: low success rates due to defensive measures and high resource requirements for crafting specific prompts. This paper introduces Virtual Context, which leverages special tokens, previously overlooked in LLM security, to improve jailbreak attacks. Virtual Context addresses these challenges by significantly increasing the success rates of existing jailbreak methods and requiring minimal background knowledge about the target model, thus enhancing effectiveness in black-box settings without additional overhead. Comprehensive evaluations show that Virtual Context-assisted jailbreak attacks can improve the success rates of four widely used jailbreak methods by approximately 40% across various LLMs. Additionally, applying Virtual Context to original malicious behaviors still achieves a notable jailbreak effect. In summary, our research highlights the potential of special tokens in jailbreak attacks and recommends including this threat in red-teaming testing to comprehensively enhance LLM security.","2024-07-11","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:21","","","","","","","Virtual Context","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2406.19845 [cs]","","/home/arthurbrito/Zotero/storage/HQVJXRXT/Zhou et al. - 2024 - Virtual Context Enhancing Jailbreak Attacks with Special Token Injection.pdf","","","Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2406.19845","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJ2WP6BW","preprint","2025","Maloyan, Narek; Ashinov, Bislan; Namiot, Dmitry","Investigating the Vulnerability of LLM-as-a-Judge Architectures to Prompt-Injection Attacks","","","","10.48550/arXiv.2505.13348","http://arxiv.org/abs/2505.13348","Large Language Models (LLMs) are increasingly employed as evaluators (LLM-as-a-Judge) for assessing the quality of machine-generated text. This paradigm offers scalability and cost-effectiveness compared to human annotation. However, the reliability and security of such systems, particularly their robustness against adversarial manipulations, remain critical concerns. This paper investigates the vulnerability of LLM-as-a-Judge architectures to prompt-injection attacks, where malicious inputs are designed to compromise the judge's decision-making process. We formalize two primary attack strategies: Comparative Undermining Attack (CUA), which directly targets the final decision output, and Justification Manipulation Attack (JMA), which aims to alter the model's generated reasoning. Using the Greedy Coordinate Gradient (GCG) optimization method, we craft adversarial suffixes appended to one of the responses being compared. Experiments conducted on the MT-Bench Human Judgments dataset with open-source instruction-tuned LLMs (Qwen2.5-3B-Instruct and Falcon3-3B-Instruct) demonstrate significant susceptibility. The CUA achieves an Attack Success Rate (ASR) exceeding 30\%, while JMA also shows notable effectiveness. These findings highlight substantial vulnerabilities in current LLM-as-a-Judge systems, underscoring the need for robust defense mechanisms and further research into adversarial evaluation and trustworthiness in LLM-based assessment frameworks.","2025-05-19","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:23","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2505.13348 [cs]","","/home/arthurbrito/Zotero/storage/MGFUZJAE/Maloyan et al. - 2025 - Investigating the Vulnerability of LLM-as-a-Judge Architectures to Prompt-Injection Attacks.pdf","","","Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2505.13348","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBRQ32BD","journalArticle","2024","Rai, Parijat; Sood, Saumil; Madisetti, Vijay K.; Bahga, Arshdeep","Guardian: A multi-tiered defense architecture for thwarting prompt injection attacks on llms","Journal of Software Engineering and Applications","","","","","","2024","2026-01-17 20:55:33","2026-01-17 20:55:33","","43–68","","1","17","","","Guardian","","","","","Scientific Research Publishing","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGX9EV67","conferencePaper","2025","Shao, Zedian; Liu, Hongbin; Mu, Jaden; Gong, Neil","Enhancing Prompt Injection Attacks to LLMs via Poisoning Alignment","Proceedings of the 18th ACM Workshop on Artificial Intelligence and Security","979-8-4007-1895-3","","10.1145/3733799.3762963","https://dl.acm.org/doi/10.1145/3733799.3762963","","2025-10-13","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:28","13-27","","","","","","","","","","","ACM","Taipei , Taiwan","en","","","","","DOI.org (Crossref)","","","","/home/arthurbrito/Zotero/storage/QJFUQ5TL/Shao et al. - 2025 - Enhancing Prompt Injection Attacks to LLMs via Poisoning Alignment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AISec '25: Proceedings of the 2025 Workshop on Artificial Intelligence and Security","","","","","","","","","","","","","","",""
"BJLGCY9Y","conferencePaper","2024","Rababah, Baha; Wu, Shang Tommy; Kwiatkowski, Matthew; Leung, Carson K.; Akcora, Cuneyt Gurcan","SoK: prompt hacking of large language models","2024 IEEE International Conference on Big Data (BigData)","","","","https://ieeexplore.ieee.org/abstract/document/10825103/","","2024","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:29","5392–5401","","","","","","SoK","","","","","IEEE","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/58ZVH8AM/Rababah et al. - 2024 - SoK prompt hacking of large language models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWB8NQ4E","preprint","2025","Liu, Xu; Chen, Yan; Ling, Kan; Zhu, Yichi; Zhang, Hengrun; Fan, Guisheng; Yu, Huiqun","An Automated Framework for Strategy Discovery, Retrieval, and Evolution in LLM Jailbreak Attacks","","","","10.48550/arXiv.2511.02356","http://arxiv.org/abs/2511.02356","The widespread deployment of Large Language Models (LLMs) as public-facing web services and APIs has made their security a core concern for the web ecosystem. Jailbreak attacks, as one of the significant threats to LLMs, have recently attracted extensive research. In this paper, we reveal a jailbreak strategy which can effectively evade current defense strategies. It can extract valuable information from failed or partially successful attack attempts and contains self-evolution from attack interactions, resulting in sufficient strategy diversity and adaptability. Inspired by continuous learning and modular design principles, we propose ASTRA, a jailbreak framework that autonomously discovers, retrieves, and evolves attack strategies to achieve more efficient and adaptive attacks. To enable this autonomous evolution, we design a closed-loop ""attack-evaluate-distill-reuse"" core mechanism that not only generates attack prompts but also automatically distills and generalizes reusable attack strategies from every interaction. To systematically accumulate and apply this attack knowledge, we introduce a three-tier strategy library that categorizes strategies into Effective, Promising, and Ineffective based on their performance scores. The strategy library not only provides precise guidance for attack generation but also possesses exceptional extensibility and transferability. We conduct extensive experiments under a black-box setting, and the results show that ASTRA achieves an average Attack Success Rate (ASR) of 82.7%, significantly outperforming baselines.","2025-11-04","2026-01-17 20:55:33","2026-01-17 20:55:33","2026-01-17 20:55:31","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2511.02356 [cs]","","/home/arthurbrito/Zotero/storage/S4ENJL8B/Liu et al. - 2025 - An Automated Framework for Strategy Discovery, Retrieval, and Evolution in LLM Jailbreak Attacks.pdf","","","Computer Science - Cryptography and Security; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2511.02356","","","","","","","","","","","","","","","","","","","","","","","","","","",""
